Sequence ID,Wormbase ID,Category 1,Category 2,Category 3,Description
F56A4.4,WBGene00018912,Stress response,Stress response: GST,Stress response: GST,"F56A4.4 is an ortholog of human GSTP1 (glutathione S-transferase pi 1); microarray and RNA sequencing studies indicate that F56A4.4 is affected by ubc-9, clk-1, daf-16, dop-1, daf-19, mir-35, and tbx-2; microarray and RNA sequencing studies indicate that F56A4.4 is affected by Tunicamycin, Multi-walled carbon nanotubes, and Progesterone; microarray studies indicate that F56A4.4 is enriched in the hermaphrodite-specific tissues."
F56F10.3,WBGene00018986,Metabolism,Metabolism: amino acid,Metabolism: amino acid: other,"cdo-1 encodes the C. elegans cysteine dioxygenase ortholog; by homology to mammalian enzymes, CDO-1 is predicted to function in cysteine catabolism by catalyzing the oxidation of cysteine to cysteine sulfanate."
F56G4.5,WBGene00010160,Metabolism,Metabolism: other,Metabolism: other,"png-1 encodes a peptide-N[4]-(N-acetyl-beta-D-glucosaminyl) asparagine amidase (i.e., peptide:N-glycanase or PNGase) orthologous to budding yeast PNG1 and human NGLY1; PNG-1 is atypically organized, with an N-terminal thioredoxin-like domain, a central transglutaminase domain, and a C-terminal DUF750 domain, while lacking the PUB domain found in mammalian or insect PNGases; both in vitro and in vivo, PNG-1 shows both protein disulfide reductase and PNGase activities, which require its N-terminal and central domains respectively; PNG-1 has PNGase activity on denatured but not natively folded RNAse B, and releases both high mannose- and sialo-complex-type N-glycans from glycopeptides and denatured glycoproteins; in vivo, the png-1(cy8) mutation C251Y (predicted to destroy the PNGase active site) abolishes PNGase activity while leaving PNG-1's reductase activity intact; conversely, PNG-1's reductase activity is abolished by the dual missense mutation C34S/C37S, which alters its predicted N-terminal active site; by orthology, PNG-1 is expected to aid proteasomal degradation of misfolded proteins; PNG-1 activity is inhibited by Zn(2+) and the caspase inhibitor z-VAD-fmk, but not by EDTA; PNG-1 is expressed in renal gland cells and intestine; although W04G5.5 and Y50D4B.7 have some similarity to the transglutaminase domain of PNG-1, they lack a predicted catalytic triad active site."
F57B9.4,WBGene00000762,Metabolism,Metabolism: mitochondria,Metabolism: mitochondria: ubiquinone ,"coq-2 encodes a putative para-hydroxybenzoate-polyprenyl transferase (UbiA prenyltransferase), orthologous to S. cerevisiae COQ2; COQ-2 is required for ubiquinone (coenzyme Q9) biosynthesis and for normally short lifespan; coq-2 mutants have slowed pharyngeal pumping, and eventually arrest as paralysed larvae before dying; coq-2(RNAi) animals have reduced levels of coenzyme Q9 and superoxide, and have abnormally long lifespans; coq-2 mutants are not rescued by dietary coenzyme Q."
F58H1.1,WBGene00010284,Metabolism,Metabolism: carbohydrate,Metabolism: carbohydrate,"aman-2 encodes an alpha-mannosidase II, homologous to human MAN2A1 (OMIM:154582) and MAN2A2, that is required for normal N-glycan structures and predicted to act in the Golgi; AMAN-2 is predicted to mature glycoproteins by removing mannose residues from their N-linked oligosaccharides; translational fusions of AMAN-2 with GFP are subcellularly localized in a pattern consistent with Golgi function; aman-2 is broadly expressed in larvae; in adults, aman-2 is most strongly expressed in the digestive system (gut wall, pharynx and grinder), hypodermal cells, and neurons; aman-2 mutants have N-glycans not seen in normal worms, such as Hex5-7HexNAc2-3Fuc2Me, along with hybrid oligosaccharides, while having reduced paucimannosidic and trifucosylated glycans, and completely lacking tetrafucosylated ones; AMAN-2 contains three predicted N-glycosylation sites, one of which (Asn-320) is known to be occupied in vivo; Cu(II) was observed to completely inhibit AMAN-2, which it also does with mouse and Drosophila alpha-mannosidase II; the pH optimum of AMAN-2 is pH 5.5-6.0; several other ionic conditions (e.g., Co[II] or EDTA) have little effect on AMAN-2; aman-2(tm1078) mutants are superficially wild-type, but mutant extracts completely lack alpha-mannosidase II activity; aman-2(tm1078) mutants have reduced, but not absent, anti-horseradish peroxidase and phosphorylcholine epitopes."
H10D18.6,WBGene00019181,Psuedogene,Psuedogene,Psuedogene,"RNA sequencing studies indicate that H10D18.6 is affected by let-418, chd-3, dpy-21, and smg-2; microarray studies indicate that H10D18.6 is affected by Diazinon and Sirolimus; RNA sequencing studies indicate that H10D18.6 is enriched in the intestine."
H14E04.1,WBGene00019198,Protein modification,Protein modification: methyltransferase,Protein modification: methyltransferase,strm-1 is involved in macromolecule methylation and regulation of dauer larval development; strm-1 exhibits S-adenosylmethionine-dependent methyltransferase activity; strm-1 is expressed in the pharynx and the hypodermis.
H15N14.2,WBGene00003818,Trafficking,Trafficking: vesicle targeting/fusion,Trafficking: vesicle targeting/fusion: SNARE,"nsf-1 is an ortholog of human NSF (N-ethylmaleimide sensitive factor, vesicle fusing ATPase); nsf-1 is predicted to have ATP binding activity, based on protein domain information; nsf-1 is expressed in the pharynx, nervous system, vulva, and the uterus."
H27M09.2,WBGene00019246,Transcription: general machinery,Transcription: general machinery: other,Transcription: general machinery: other,"H27M09.2 encodes the C.elegans ortholog of RPB5 which, in eukaryotes, is a key, shared component of all three nuclear RNA polymerases; RNAi experiments indicate that H27M09.2 gene activity is required for fertility and for embryonic development."
H38K22.5,WBGene00001631,Protein modification,Protein modification: carbohydrate,Protein modification: carbohydrate,"gly-6 is an ortholog of human GALNT13 (polypeptide N-acetylgalactosaminyltransferase 13) and GALNT1 (polypeptide N-acetylgalactosaminyltransferase 1); RNA sequencing and microarray studies indicate that gly-6 is affected by D-glucose, Diazinon, Humic substances, Paraquat, and Sirolimus; microarray, tiling array, and RNA sequencing studies indicate that gly-6 is enriched in the hypodermis, gon_male_dtc posterior, gon_male_dtc anterior, Z1.p, and Z4.a and in the PVD, OLL, AFD, and PLM neurons."
H43I07.3,WBGene00019276,Protein modification,Protein modification: carbohydrate,Protein modification: carbohydrate,"H43I07.3 is an ortholog of human ALG5 (ALG5, dolichyl-phosphate beta-glucosyltransferase); H43I07.3 is expressed in the pharynx, nervous system, and the body wall musculature."
JC8.10,WBGene00006763,Neuronal function,Neuronal function: synaptic function,Neuronal function: synaptic function: other,"unc-26 encodes synaptojanin, a polyphosphoinositide phosphatase orthologous to human synaptojanin 1 (OMIM:604297, 309000, which when mutated leads to Lowe oculocerebrorenal syndrome); UNC-26 is required for normal locomotion, pharyngeal pumping, and defecation, and specifically, appears to function in multiple steps of synaptic vesicle recycling; UNC-26 may also play a role in cytoskeletal organization."
K05F6.11,WBGene00044697,Stress response,Stress response: other,Stress response: other,"poml-4 is an ortholog of human PON1 (paraoxonase 1), PON2 (paraoxonase 2) and PON3 (paraoxonase 3); poml-4 is predicted to have arylesterase activity, based on protein domain information."
K07A1.2,WBGene00010609,Metabolism,Metabolism: nucleotide,Metabolism: nucleotide,"dut-1 encodes a deoxyuridine triphosphate nucleotidohydrolase (dUTPase); by homology, DUT-1 is predicted to catalyze the hydrolysis of dUTP into dUMP and pyrophosphate, thus providing the dUMP substrate for de novo dTMP synthesis; disruption of DUT-1 activity leads to incorporation of uracil into DNA which can be removed by the base excision repair pathway, but eventually gives rise to apoptosis and lethality owing to exceeding the repair capacity of the organism. "
K07A3.1,WBGene00001404,Metabolism,Metabolism: glycolysis,Metabolism: glycolysis,"fbp-1 encodes fructose 1,6-bisphosphatase, a gluconeogenic enzyme that catalyzes the hydrolysis of fructose 1,6-bisphosphate to fructose 6-phosphate and inorganic phosphate in a reaction that reverses the third enzymatic step of glycolysis; FBP-1 is orthologous to human FBP1 (OMIM:229700, mutated in FBP deficiency)."
K07B1.2,WBGene00000766,Metabolism,Metabolism: mitochondria,Metabolism: mitochondria: ubiquinone ,"coq-6 encodes a putative flavin-dependent aromatic-ring monooxygenase, homologous to yeast COQ6; COQ-6 is required for ubiquinone (coenzyme Q9) biosynthesis and for normally short lifespan; coq-6(RNAi) animals have reduced levels of coenzyme Q9 and superoxide, and have abnormally long lifespans."
K07G5.6,WBGene00010645,Unknown,Unknown,Unknown,"fecl-1 is an ortholog of human FeCH (ferrochelatase); fecl-1 is predicted to have ferrochelatase activity, based on protein domain information."
K07H8.3,WBGene00000923,Unknown,Unknown: Stress response: regulated by multiple stresses,Unknown: Stress response: regulated by multiple stresses,"daf-31 encodes an ortholog of the ARrest-Defective-1 protein (ARD1) that is the catalytic subunit of the major N alpha-AcetylTransferase (NatA), a heterodimeric complex that is responsible for the cotranslational N-terminal acetylation of protein substrates; loss of daf-31 activity results in constitutive formation of dauer-like larvae and fat accumulation, indicating that DAF-31 is required for dauer larval development and metabolism; in addition, daf-31 activity is required for resumption of reproductive development upon removal of dauer-inducing conditions; overexpression of DAF-31 in a daf-2 mutant background results in increased DAF-16-dependent longevity indicating a role for DAF-31 in regulation of adult lifespan, as well; DAF-31 overexpression also results in increased DAF-16 transcriptional activity, independent of an effect on DAF-16 nuclear localization; a daf-31::gfp promoter fusion is expressed from the L1 larval stage through adulthood and found in neurons, pharynx, intestine, and hypodermal cells."
K08F8.3,WBGene00001505,Protein modification,Protein modification: carbohydrate,Protein modification: carbohydrate,fut-1 encodes a functional fucosyl transferase; evidence from biophysical experiments indicates that FUT-1 is a golgi-localized glycosyltransferase.
K08F8.4,WBGene00000240,Metabolism,Metabolism: amino acid,Metabolism: amino acid: synthesis,"pah-1 encodes a biochemically active phenylalanine-4-hydroxylase  orthologous to human PAH; recombinant PAH-1 has hydroxylase activity on phenylalanine and  tryptophan substrates in vitro; pah-1 is expressed in seam cells, tail  hypodermal cells, and ventral hypodermis, with stronger posterior than  anterior expression; PAH-1 might help provide tyrosine for cross-linking  in the cuticle, and is partially required for the tyrosinemic phenotype  of K10C2.4(RNAi) animals; pah-1 is also required for melanin biosynthesis, the loss of which is associated with increased superoxide dismutase activity; animals doubly mutant for pah-1 and bli-3 exhibit severe cuticle defects."
K10G9.3,WBGene00010757,Protein modification,Protein modification: carbohydrate,Protein modification: carbohydrate,"pad-2 encodes an O-fucosyltransferase; by homology, PAD-2 is predicted to catalyze the transfer of fucose to serine or threonine residues on recipient proteins; RNAi experiments indicate that pad-2 activity is required for embryogenesis, particularly morphogenesis and late embryonic patterning, and for various aspects of post-embryonic development including neuronal, body wall muscle, and vulval development as well as spermatozoid differentiation; pad-2 expression begins during embryonic morphogenesis and continues through adulthood; pad-2 is widely expressed in tissues such as hypodermis, neurons, intestine, somatic gonad, and tissues surrounding the vulva."
K11C4.4,WBGene00003844,Metabolism,Metabolism: polyamine,Metabolism: polyamine,"odc-1 encodes ornithine decarboxylase, the first enzyme of polyamine biosynthesis that catalyzes the conversion of ornithine to putrescine; ODC-1 is required for development when animals are deprived of exogenous polyamines, which are required for oogenesis and completion of embryogenesis; in addition,ODC-1 may contribute to male fertility; ODC-1 activity is detectable at all developmental stages, with highest levels observed in adults and L4 larvae."
K12H6.11,WBGene00019690,Protein modification,Protein modification: methyltransferase,Protein modification: methyltransferase,"set-13 encodes a SET domain-containing protein; SET-13 has no  non-nematode orthologs, but several paralogs (SET-6, SET-15, SET-19,  SET-20, SET-21, and SET-32); neither set-13(n5012) nor set-13(RNAi) have  any obvious phenotypes."
M01D7.4,WBGene00006461,Metabolism,Metabolism: carbohydrate,Metabolism: carbohydrate,tag-96 encodes a galactokinase that is a member of the GHMP family of kinases and closely related to the vertebrate galactokinase 2 (GALK2) carbohydrate kinases.
